EthiopianMonth,EthMonNum,EthYear,RegionName,ZoneName,WoredaName,DeliveredPrivateClinics,DeliveredPublicClinics,DeliveredOther,DeliveredTotal
Yekatit,6th,2010,Oromia,East Wellega,Leqa Dulecha,19,32,68,119
Hamle,11th,2010,Oromia,Guji,Bore Hospital,16,52,66,134
Hamle,11th,2009,Oromia,Qeleme Wellega,Dambi Dolo Hospital,90,33,8,131
Ginbot,9th,2011,Oromia,West Shewa,Ambo University  Hosp,3,22,2,27
Hamle,11th,2010,Oromia,West Wellega,Gimbi,91,74,97,262
Sene,10th,2009,Oromia,East Shewa,Matahara,84,16,86,186
Tir,5th,2011,Oromia,West Wellega,Nejo Town,56,95,37,188
Megabit,7th,2010,Oromia,Arsi,Dodota,70,0,60,130
Meskerem,1st,2011,Oromia,West Shewa,Ginde Beret,74,48,59,181
Ginbot,9th,2010,Oromia,North Shewa,Kuyu,3,58,55,116
Teqemt,2nd,2010,Oromia,Jimma,Sigmo,71,67,95,233
Sene,10th,2011,Oromia,East Hararge,Goro Muti,96,75,28,199
Nehase,12th,2010,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,79,81,11,171
Megabit,7th,2010,Oromia,Arsi,Munesa,62,74,33,169
Hamle,11th,2010,Oromia,West Arsi,Arsi Negele Rural,9,26,24,59
Hedar,3rd,2011,Oromia,South West Shewa,Woliso Rural,24,60,95,179
Ginbot,9th,2010,Oromia,Qeleme Wellega,Gawo Qebe,85,78,0,163
Tahesas,4th,2011,Oromia,West Arsi,Kore,20,56,63,139
Meskerem,1st,2010,Oromia,Finfine Zuria,Walmera,27,20,30,77
Megabit,7th,2009,Oromia,Jimma,Chora Boter,61,37,84,182
Miyazia,8th,2011,Oromia,Guji,Odo Shakiso,84,27,42,153
Megabit,7th,2011,Oromia,West Arsi,Shashemene Rural,41,3,41,85
Teqemt,2nd,2011,Oromia,East Shewa,Gimbichu,35,17,37,89
Hamle,11th,2009,Oromia,West Hararge,Daro Lebu,72,33,44,149
Hedar,3rd,2010,Oromia,South West Shewa,Becho,68,72,57,197
Tahesas,4th,2010,Oromia,West Wellega,Mendi Hospital,84,82,83,249
Miyazia,8th,2010,Oromia,West Hararge,Bedesa Town,13,56,43,112
Ginbot,9th,2009,Oromia,West Guji,Abaya,86,94,2,182
Tir,5th,2010,Oromia,East Wellega,Gudeyabila,0,80,70,150
Tahesas,4th,2010,Oromia,Arsi,Hitosa,71,73,1,145
Tahesas,4th,2010,Oromia,East Shewa,Gimbichu,45,98,42,185
Megabit,7th,2009,Oromia,Ilu Aba Bora,Yayu,81,63,54,198
Sene,10th,2009,Oromia,East Wellega,Guto Gida,59,73,25,157
Hamle,11th,2010,Oromia,South West Shewa,Ilu,95,66,19,180
Megabit,7th,2011,Oromia,Finfine Zuria,Sebeta Awas,59,12,7,78
Yekatit,6th,2009,Oromia,Guji,Wadara,77,54,72,203
Miyazia,8th,2011,Oromia,East Hararge,Gole Oda,70,96,51,217
Megabit,7th,2009,Oromia,Buno Bedele,Meko,46,65,29,140
Yekatit,6th,2010,Oromia,West Guji,Abaya,51,62,22,135
Ginbot,9th,2009,Oromia,West Shewa,Gedo Hospital,48,46,12,106
Hamle,11th,2010,Oromia,West Arsi,Nensebo,21,27,4,52
Meskerem,1st,2011,Oromia,Buno Bedele,Bedele Town,30,49,68,147
Hedar,3rd,2010,Oromia,Finfine Zuria,Berreh,86,6,63,155
Hedar,3rd,2010,Oromia,Robe Town,Robe Town,78,60,42,180
Ginbot,9th,2009,Oromia,Bale,Gasera,20,77,52,149
Tahesas,4th,2010,Oromia,Finfine Zuria,Mullo,67,63,98,228
Hedar,3rd,2011,Oromia,West Hararge,Gelemso Hospital,66,57,75,198
Hedar,3rd,2011,Oromia,Ilu Aba Bora,Hurumu,96,10,84,190
Tir,5th,2009,Oromia,Sebeta Town,Sebeta Town,99,73,33,205
Nehase,12th,2009,Oromia,Buno Bedele,Chora,40,86,36,162
Hedar,3rd,2010,Oromia,South West Shewa,Woliso Rural,4,58,54,116
Hamle,11th,2009,Oromia,Bale,Dawe Serar,61,39,62,162
Hedar,3rd,2010,Oromia,East Wellega,Kiremu,92,11,90,193
Hedar,3rd,2010,Oromia,West Shewa,Guder Hosp,77,73,35,185
Ginbot,9th,2009,Oromia,West Arsi,Wondo,92,55,39,186
Hedar,3rd,2010,Oromia,Modjo Town,Modjo Town,42,80,61,183
Megabit,7th,2009,Oromia,Guji,Adola Hospital,22,81,19,122
Hamle,11th,2009,Oromia,East Hararge,Midega Tole,18,85,90,193
Tahesas,4th,2011,Oromia,East Wellega,Sibu Sire,83,95,48,226
Sene,10th,2011,Oromia,East Hararge,Garemuleta Hospital,24,45,16,85
Meskerem,1st,2011,Oromia,Jimma,Shabe,90,24,34,148
Megabit,7th,2010,Oromia,West Arsi,Dodola  Hospital,42,7,6,55
Megabit,7th,2011,Oromia,East Hararge,Babile Woreda,98,99,46,243
Miyazia,8th,2011,Oromia,Buno Bedele,Bedele Town,28,39,46,113
Hedar,3rd,2010,Oromia,Arsi,Limuna Bilbilo,60,0,28,88
Tahesas,4th,2011,Oromia,West Shewa,Gindeberet Hospital,1,96,42,139
Yekatit,6th,2010,Oromia,West Wellega,Seyo Nole,97,52,89,238
Tir,5th,2010,Oromia,Borena,Arero,40,77,40,157
Yekatit,6th,2010,Oromia,Arsi,Shirka,96,50,35,181
Tahesas,4th,2011,Oromia,Jimma,Tiro Afeta,83,94,18,195
Miyazia,8th,2010,Oromia,West Wellega,Ayira Hospital,3,96,78,177
Teqemt,2nd,2010,Oromia,West Hararge,West Harerge	Gumbi Bordede,58,58,58,174
Teqemt,2nd,2011,Oromia,Nekemte Town,Nekemte Town,23,16,7,46
Ginbot,9th,2011,Oromia,Arsi,Tena,86,42,53,181
Ginbot,9th,2010,Oromia,West Arsi,Gedeb Asasa,15,90,69,174
Tir,5th,2009,Oromia,West Guji,Gelana,1,67,44,112
Nehase,12th,2010,Oromia,West Hararge,Meiso,65,21,33,119
Tir,5th,2010,Oromia,Borena,Arero,11,92,25,128
Tahesas,4th,2011,Oromia,West Hararge,Chiro Hospital,68,58,42,168
Hedar,3rd,2010,Oromia,Bale,Seweyna,51,53,70,174
Tahesas,4th,2010,Oromia,West Wellega,Mendi Town,86,74,59,219
Ginbot,9th,2011,Oromia,West Guji,Kercha Hospital,35,88,23,146
Ginbot,9th,2011,Oromia,East Wellega,Wayu Tuqa,41,45,57,143
Meskerem,1st,2011,Oromia,Jimma,Omonada,54,98,84,236
Nehase,12th,2010,Oromia,North Shewa,Were Jarso,4,80,87,171
Hedar,3rd,2011,Oromia,East Wellega,Gobu Seyo,22,84,69,175
Teqemt,2nd,2011,Oromia,West Shewa,Ambo Hospital,59,14,84,157
Teqemt,2nd,2010,Oromia,Jimma,Mancho,46,26,79,151
Teqemt,2nd,2011,Oromia,West Arsi,Arsi Negele Rural,61,54,9,124
Hamle,11th,2010,Oromia,Jimma,Shabe,62,2,56,120
Sene,10th,2009,Oromia,West Wellega,Haru,58,82,92,232
Megabit,7th,2011,Oromia,Bale,Meda Welabu,87,36,78,201
Ginbot,9th,2010,Oromia,North Shewa,Kuyu Hospital,57,48,36,141
Ginbot,9th,2010,Oromia,Borena,Dhas,89,75,74,238
Tir,5th,2011,Oromia,West Hararge,Meiso,13,94,10,117
Hedar,3rd,2011,Oromia,Assela Town,Assela Town,93,37,76,206
Meskerem,1st,2010,Oromia,East Shewa,Batu,30,13,28,71
Ginbot,9th,2009,Oromia,Finfine Zuria,Walmera,85,71,49,205
Hedar,3rd,2011,Oromia,East Wellega,Wama Hagelo,86,25,60,171
Tir,5th,2010,Oromia,Finfine Zuria,Mullo,64,15,73,152
Teqemt,2nd,2011,Oromia,Jimma,Mana,45,95,49,189
Yekatit,6th,2011,Oromia,Jimma,Mancho,70,37,43,150
Tir,5th,2011,Oromia,Jimma,Limu Kosa,32,98,22,152
Teqemt,2nd,2010,Oromia,Nekemte Town,Nekemte Town,94,7,68,169
Megabit,7th,2009,Oromia,East Hararge,Haromaya Town,52,83,11,146
Hamle,11th,2010,Oromia,Borena,Meyo,55,85,63,203
Nehase,12th,2010,Oromia,West Wellega,Gimbi Public  Hospital,84,47,47,178
Sene,10th,2011,Oromia,East Shewa,Bora,14,31,58,103
Miyazia,8th,2009,Oromia,West Shewa,Liban Jawi,98,48,54,200
Yekatit,6th,2010,Oromia,West Arsi,Gedeb Asasa,90,11,57,158
Hedar,3rd,2011,Oromia,Buno Bedele,Chewaqa,58,93,44,195
Hedar,3rd,2011,Oromia,Woliso Town,Woliso Town,65,41,69,175
Nehase,12th,2009,Oromia,Bale,Seweyna,6,28,85,119
Sene,10th,2011,Oromia,Arsi,Digeluna Tijo,7,16,72,95
Meskerem,1st,2010,Oromia,North Shewa,Fichetown,93,1,36,130
Ginbot,9th,2009,Oromia,Buno Bedele,Diga,7,45,50,102
Nehase,12th,2010,Oromia,North Shewa,Hidabu Abote,94,44,71,209
Teqemt,2nd,2010,Oromia,East Hararge,Deder,2,40,31,73
Teqemt,2nd,2010,Oromia,Ilu Aba Bora,Metu Rural,66,67,26,159
Sene,10th,2010,Oromia,Assela Town,Assela Town,95,64,91,250
Tahesas,4th,2010,Oromia,West Shewa,Ejersa Lafo,21,52,73,146
Megabit,7th,2009,Oromia,West Hararge,Chiro Hospital,34,67,86,187
Megabit,7th,2009,Oromia,East Wellega,Wayu Tuqa,85,28,30,143
Tir,5th,2009,Oromia,Shashamane Town,Shashamane Town,42,94,36,172
Hamle,11th,2009,Oromia,West Arsi,Adaba,25,98,14,137
Yekatit,6th,2009,Oromia,Horo Gudru Wellega,Hababo Guduru,11,27,35,73
Megabit,7th,2011,Oromia,South West Shewa,Ameya Hospital,97,10,89,196
Meskerem,1st,2011,Oromia,West Hararge,Habro,22,90,55,167
Miyazia,8th,2010,Oromia,West Hararge,Hawi Gudina,81,44,47,172
Hedar,3rd,2010,Oromia,West Shewa,Gindeberet Hospital,83,92,92,267
Megabit,7th,2010,Oromia,West Arsi,Arsi Negele Rural,35,11,65,111
Miyazia,8th,2009,Oromia,Jimma,Setema,45,99,32,176
Ginbot,9th,2011,Oromia,Adama Special Town,Adama Town,42,11,91,144
Yekatit,6th,2011,Oromia,East Hararge,Deder Town,56,38,6,100
Ginbot,9th,2011,Oromia,East Hararge,Kersa Eh,9,62,37,108
Sene,10th,2009,Oromia,Finfine Zuria,Holeta,5,62,44,111
Nehase,12th,2009,Oromia,Buno Bedele,Meko,16,60,9,85
Tir,5th,2009,Oromia,Horo Gudru Wellega,Jima Geneti,56,31,47,134
Ginbot,9th,2010,Oromia,West Shewa,Jeldu,76,72,33,181
Nehase,12th,2009,Oromia,Borena,Arero,20,5,40,65
Tir,5th,2009,Oromia,Horo Gudru Wellega,Hababo Guduru,22,23,25,70
Miyazia,8th,2011,Oromia,West Hararge,Burka Dimtu,29,27,35,91
Hedar,3rd,2010,Oromia,West Wellega,Nejo Rural,73,0,38,111
Megabit,7th,2009,Oromia,Qeleme Wellega,Hawa Gelan,62,77,34,173
Megabit,7th,2009,Oromia,Bale,Berbere,40,2,93,135
Megabit,7th,2011,Oromia,East Hararge,Jarso,89,31,13,133
Megabit,7th,2010,Oromia,North Shewa,Jido,62,9,92,163
Ginbot,9th,2011,Oromia,Jimma,Sekoru,40,61,1,102
Ginbot,9th,2011,Oromia,Qeleme Wellega,Hawa Gelan,52,96,97,245
Teqemt,2nd,2011,Oromia,Woliso Town,Woliso Town,18,36,53,107
Ginbot,9th,2010,Oromia,West Arsi,Dodola Town,74,59,73,206
Megabit,7th,2009,Oromia,East Shewa,Fentale,84,93,33,210
Nehase,12th,2010,Oromia,Guji,Anna Sora,18,80,64,162
Yekatit,6th,2011,Oromia,Jimma,Sekoru,16,36,92,144
Tir,5th,2010,Oromia,South West Shewa,Ameya,22,63,78,163
Ginbot,9th,2010,Oromia,West Wellega,Gimbi Adventist Hospital,66,72,65,203
Megabit,7th,2009,Oromia,Jimma,Shabe,13,98,69,180
Hedar,3rd,2011,Oromia,North Shewa,Debre Libanos,24,76,86,186
Tir,5th,2011,Oromia,Horo Gudru Wellega,Amuru,87,57,42,186
Ginbot,9th,2009,Oromia,Bale,Agarfa,27,38,28,93
Teqemt,2nd,2010,Oromia,West Wellega,Mene Sibu,39,85,50,174
Megabit,7th,2010,Oromia,Qeleme Wellega,Seyo,34,3,0,37
Tir,5th,2009,Oromia,Ilu Aba Bora,Becho,50,36,82,168
Hamle,11th,2009,Oromia,West Arsi,Gambo Hospital,65,74,17,156
Teqemt,2nd,2011,Oromia,West Hararge,Mesela,29,82,35,146
Hedar,3rd,2011,Oromia,Ilu Aba Bora,Halu,67,60,19,146
Miyazia,8th,2010,Oromia,West Shewa,Dano,36,76,5,117
Meskerem,1st,2010,Oromia,East Wellega,Limu,94,55,25,174
Ginbot,9th,2009,Oromia,South West Shewa,Dawo,17,97,45,159
Nehase,12th,2010,Oromia,West Arsi,Dodola  Hospital,65,68,48,181
Meskerem,1st,2011,Oromia,East Wellega,Sasiga,82,83,25,190
Hedar,3rd,2011,Oromia,Guji,Bore,37,63,72,172
Tahesas,4th,2011,Oromia,West Guji,Abaya,19,82,53,154
Sene,10th,2010,Oromia,Finfine Zuria,Sandefa,38,14,18,70
Hamle,11th,2009,Oromia,Arsi,Shenan Kolu,90,4,65,159
Tir,5th,2009,Oromia,Ilu Aba Bora,Halu,48,3,93,144
Hamle,11th,2010,Oromia,Qeleme Wellega,Dambi Dollo,81,70,93,244
Sene,10th,2011,Oromia,Arsi,Jeju,70,54,53,177
Yekatit,6th,2009,Oromia,Borena,Dire,80,79,20,179
Tir,5th,2010,Oromia,West Guji,Hanbala,8,10,65,83
Tir,5th,2010,Oromia,East Wellega,Boneya Bushe,4,30,2,36
Megabit,7th,2011,Oromia,Modjo Town,Modjo Town,51,89,16,156
Sene,10th,2010,Oromia,Arsi,Bekoji Town,60,86,19,165
Meskerem,1st,2010,Oromia,Ilu Aba Bora,Doreni,18,90,39,147
Hamle,11th,2009,Oromia,Assela Town,Assela Town,68,29,7,104
Teqemt,2nd,2010,Oromia,Buno Bedele,Meko,73,6,62,141
Hedar,3rd,2011,Oromia,Jimma,B/Tolyi,73,65,47,185
Tir,5th,2011,Oromia,East Wellega,Sasiga,71,37,47,155
Miyazia,8th,2010,Oromia,Buno Bedele,Chora,30,94,88,212
Sene,10th,2011,Oromia,East Hararge,Bedeno,22,19,5,46
Ginbot,9th,2011,Oromia,North Shewa,Jido,60,52,89,201
Miyazia,8th,2010,Oromia,Borena,Dhas,72,19,25,116
Ginbot,9th,2011,Oromia,Qeleme Wellega,Anfilo,22,56,34,112
Sene,10th,2009,Oromia,Buno Bedele,Meko,88,31,58,177
Tahesas,4th,2011,Oromia,Borena,Moyale Hospital,65,86,69,220
Nehase,12th,2010,Oromia,Borena,Dire,11,47,11,69
Nehase,12th,2010,Oromia,Finfine Zuria,Walmera,84,38,9,131
Yekatit,6th,2011,Oromia,Guji,Wadara,32,41,94,167
Meskerem,1st,2011,Oromia,Buno Bedele,Gechi,72,65,49,186
Tahesas,4th,2011,Oromia,West Hararge,Meiso,70,62,86,218
Hedar,3rd,2011,Oromia,Jimma,Limu Kosa,13,29,94,136
Hedar,3rd,2011,Oromia,Arsi,Bale Gesgara,54,78,69,201
Teqemt,2nd,2011,Oromia,Buno Bedele,Boricha,44,84,0,128
Hamle,11th,2009,Oromia,Bishoftu Town,Bishoftu Town,49,10,14,73
Tahesas,4th,2011,Oromia,West Shewa,Ilu Galan,85,94,37,216
Miyazia,8th,2009,Oromia,West Wellega,Nejo Hospital,51,96,61,208
Sene,10th,2011,Oromia,West Wellega,Boji Cheqorsa,98,66,41,205
Yekatit,6th,2009,Oromia,Adama Special Town,Adama Town,55,14,92,161
Hedar,3rd,2010,Oromia,Modjo Town,Modjo Town,41,34,66,141
Megabit,7th,2010,Oromia,East Wellega,Gobu Seyo,11,13,99,123
Tir,5th,2010,Oromia,West Hararge,Guba Qoricha,77,95,15,187
Hamle,11th,2010,Oromia,Assela Town,Assela Town,33,46,84,163
Hamle,11th,2010,Oromia,North Shewa,Kimbibit,83,20,98,201
Megabit,7th,2011,Oromia,Jimma,Omonada,51,25,91,167
Tir,5th,2011,Oromia,North Shewa,Dera Hospital,90,19,54,163
Ginbot,9th,2011,Oromia,South West Shewa,Dawo,44,32,75,151
Megabit,7th,2010,Oromia,West Arsi,Gambo Hospital,35,94,59,188
Miyazia,8th,2010,Oromia,Buno Bedele,Diga,81,73,17,171
Tir,5th,2011,Oromia,Arsi,Digeluna Tijo,14,71,36,121
Tir,5th,2011,Oromia,Jimma,Omo Nada Hospital,29,23,65,117
Hedar,3rd,2011,Oromia,East Shewa,Adama,59,47,77,183
Hamle,11th,2010,Oromia,West Guji,Kercha Hospital,80,69,73,222
Nehase,12th,2009,Oromia,Finfine Zuria,Holeta,40,41,9,90
Tir,5th,2010,Oromia,West Hararge,Gelemso Hospital,28,82,67,177
Tir,5th,2010,Oromia,Bale,Dinsho,61,17,12,90
Tir,5th,2010,Oromia,West Shewa,Gojo Hospital,90,30,30,150
Ginbot,9th,2011,Oromia,Guji,Bore,48,15,73,136
Megabit,7th,2009,Oromia,Finfine Zuria,Mullo,21,39,88,148
Sene,10th,2009,Oromia,West Arsi,Dodola Town,45,50,94,189
Tir,5th,2011,Oromia,West Hararge,Bedesa Town,47,80,87,214
Teqemt,2nd,2011,Oromia,West Hararge,Boke,9,34,88,131
Tir,5th,2009,Oromia,Jimma,Gera,78,25,43,146
Ginbot,9th,2011,Oromia,West Shewa,Nono,22,41,75,138
Megabit,7th,2010,Oromia,Finfine Zuria,Sebeta Awas,35,64,79,178
Nehase,12th,2009,Oromia,West Wellega,Mendi Town,58,70,67,195
Sene,10th,2011,Oromia,Arsi,Bale Gesgara,87,76,37,200
Miyazia,8th,2010,Oromia,West Arsi,Bishan Guracha Town,8,16,43,67
Yekatit,6th,2011,Oromia,Nekemte Town,Nekemte Town,75,16,31,122
Hedar,3rd,2010,Oromia,Buno Bedele,Dapho Hana,80,65,70,215
Hamle,11th,2010,Oromia,North Shewa,Kimbibit,39,43,88,170
Teqemt,2nd,2010,Oromia,Finfine Zuria,Mullo,74,39,32,145
Ginbot,9th,2011,Oromia,East Hararge,Meyu Muleke,89,2,56,147
Teqemt,2nd,2010,Oromia,West Wellega,Begi Hospital,76,99,11,186
Tir,5th,2009,Oromia,Qeleme Wellega,Gidami,32,96,32,160
Yekatit,6th,2010,Oromia,West Wellega,Homa,10,53,17,80
Tahesas,4th,2010,Oromia,West Shewa,Nono,22,1,62,85
Teqemt,2nd,2011,Oromia,Arsi,Robe,88,29,4,121
Hedar,3rd,2010,Oromia,South West Shewa,Tulu Bolo Hospital,22,90,95,207
Hedar,3rd,2010,Oromia,East Hararge,Deder Hospital,62,12,25,99
Nehase,12th,2010,Oromia,East Wellega,Guto Gida,24,80,9,113
Ginbot,9th,2011,Oromia,East Wellega,Gobu Seyo,92,71,53,216
Tir,5th,2011,Oromia,West Hararge,Guba Qoricha,7,76,48,131
Ginbot,9th,2010,Oromia,West Shewa,Nono,5,23,54,82
Miyazia,8th,2011,Oromia,Buno Bedele,Meko,52,75,1,128
Meskerem,1st,2010,Oromia,East Wellega,Boneya Bushe,9,46,10,65
Yekatit,6th,2010,Oromia,Guji,Adola Town,36,70,60,166
Ginbot,9th,2010,Oromia,Jimma,Mancho,65,35,28,128
Hedar,3rd,2011,Oromia,Bale,Agarfa,98,49,45,192
Nehase,12th,2010,Oromia,Assela Town,Assela Town,79,44,1,124
Yekatit,6th,2011,Oromia,West Hararge,Doba,23,33,74,130
Miyazia,8th,2010,Oromia,Shashamane Town,Shashamane Town,98,54,77,229
Nehase,12th,2009,Oromia,Buno Bedele,Boricha,50,40,69,159
Ginbot,9th,2011,Oromia,East Shewa,Boset,88,47,43,178
Ginbot,9th,2011,Oromia,Guji,Adola Reda,83,89,37,209
Ginbot,9th,2010,Oromia,West Shewa,Bako Tibe,23,23,84,130
Miyazia,8th,2009,Oromia,South West Shewa,Becho,90,17,35,142
Tahesas,4th,2010,Oromia,East Shewa,Adama,10,38,10,58
Tahesas,4th,2011,Oromia,Guji,Girja,67,99,4,170
Megabit,7th,2009,Oromia,East Wellega,Diga,24,72,63,159
Yekatit,6th,2010,Oromia,Qeleme Wellega,Dale Sedi,63,63,41,167
Teqemt,2nd,2010,Oromia,West Shewa,Gojo Hospital,42,13,98,153
Hamle,11th,2009,Oromia,East Shewa,Matahara,20,4,67,91
Yekatit,6th,2010,Oromia,West Wellega,Mendi Town,16,46,46,108
Nehase,12th,2010,Oromia,Shashamane Town,Shashamane Town,60,41,35,136
Hamle,11th,2009,Oromia,West Wellega,Gimbi Public  Hospital,42,79,9,130
Teqemt,2nd,2011,Oromia,Gelan Town,Gelan Town,71,92,53,216
Teqemt,2nd,2010,Oromia,West Hararge,Meiso,36,77,58,171
Hedar,3rd,2010,Oromia,South West Shewa,Seden Sodo,64,69,94,227
Hamle,11th,2010,Oromia,Arsi,Shenan Kolu,44,74,4,122
Miyazia,8th,2011,Oromia,Arsi,Zeway Dugda,51,15,87,153
Tahesas,4th,2011,Oromia,Jimma,Omo Nada Hospital,57,53,84,194
Megabit,7th,2011,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,92,12,18,122
Teqemt,2nd,2011,Oromia,Guji,Liben,80,69,13,162
Miyazia,8th,2011,Oromia,East Wellega,Sasiga,38,61,48,147
Nehase,12th,2009,Oromia,East Wellega,Haro Limu,67,48,94,209
Yekatit,6th,2011,Oromia,North Shewa,Degem,63,22,13,98
Ginbot,9th,2010,Oromia,East Shewa,Fentale,1,98,15,114
Yekatit,6th,2011,Oromia,Ambo Town,Ambo Town,75,80,9,164
Hamle,11th,2010,Oromia,East Shewa,Gimbichu,33,32,1,66
Megabit,7th,2011,Oromia,Qeleme Wellega,Sedan Chanka,34,84,93,211
Yekatit,6th,2011,Oromia,West Guji,Bule Hora Toun,86,68,55,209
Tahesas,4th,2011,Oromia,South West Shewa,Ameya,96,65,3,164
Meskerem,1st,2010,Oromia,Guji,Adola Reda,44,22,51,117
Meskerem,1st,2010,Oromia,West Shewa,Jibat,60,42,45,147
Ginbot,9th,2011,Oromia,Bale,Gololcha,83,95,46,224
Nehase,12th,2009,Oromia,Arsi,Enkelo Wabe,87,19,96,202
Sene,10th,2011,Oromia,Nekemte Town,Nekemte Town,43,58,34,135
Hedar,3rd,2011,Oromia,East Hararge,Deder,80,26,59,165
Tir,5th,2009,Oromia,North Shewa,Yaya Gulele,75,44,15,134
Meskerem,1st,2010,Oromia,West Arsi,Shashemene Rural,41,24,80,145
Sene,10th,2011,Oromia,West Guji,Biebirsa Kojowa,55,44,71,170
Hamle,11th,2009,Oromia,North Shewa,Girar Jarso,92,34,8,134
Nehase,12th,2010,Oromia,West Arsi,Loke Hada Hospital,65,48,12,125
Sene,10th,2010,Oromia,West Arsi,Hebal Arsi,0,59,55,114
Nehase,12th,2009,Oromia,North Shewa,Fichetown,36,76,66,178
Ginbot,9th,2011,Oromia,Qeleme Wellega,Sedan Chanka,67,67,51,185
Sene,10th,2009,Oromia,West Guji,Dugda Dawa,4,70,86,160
Tir,5th,2011,Oromia,Buno Bedele,Chora,20,3,1,24
Sene,10th,2009,Oromia,Sululta Town,Sululta Town,0,25,59,84
Nehase,12th,2009,Oromia,East Shewa,Batu,48,9,42,99
Meskerem,1st,2010,Oromia,Borena,Dilo,54,36,76,166
Hamle,11th,2010,Oromia,West Arsi,Dodola  Hospital,22,12,44,78
Hamle,11th,2010,Oromia,East Hararge,Fedis,17,15,73,105
Miyazia,8th,2010,Oromia,West Wellega,Gimbi Adventist Hospital,17,2,11,30
Tir,5th,2011,Oromia,East Hararge,Goro Muti,29,88,58,175
Nehase,12th,2009,Oromia,East Hararge,Babile Woreda,38,0,47,85
Hedar,3rd,2010,Oromia,West Wellega,Boji Cheqorsa,84,41,11,136
Tir,5th,2009,Oromia,Buno Bedele,Diga,58,90,39,187
Hedar,3rd,2011,Oromia,Jimma,Sigmo,9,43,13,65
Tahesas,4th,2010,Oromia,East Shewa,Matahara,56,62,99,217
Hedar,3rd,2011,Oromia,West Wellega,Gimbi Public  Hospital,72,27,92,191
Megabit,7th,2009,Oromia,North Shewa,Fichetown,17,14,24,55
Hamle,11th,2010,Oromia,West Guji,Mkelka Soda,12,24,5,41
Sene,10th,2010,Oromia,Ilu Aba Bora,Ale,61,31,86,178
Megabit,7th,2011,Oromia,Arsi,Shirka,45,43,44,132
Miyazia,8th,2010,Oromia,West Hararge,Tulo,77,56,85,218
Megabit,7th,2010,Oromia,West Wellega,Mendi Hospital,87,98,82,267
Tahesas,4th,2011,Oromia,West Shewa,Bako Tibe,61,91,73,225
Tahesas,4th,2010,Oromia,West Hararge,Habro,28,47,1,76
Hamle,11th,2010,Oromia,West Shewa,Bako Tibe,97,55,17,169
Megabit,7th,2009,Oromia,Buno Bedele,Chora,94,99,58,251
Sene,10th,2009,Oromia,Guji,Adola Town,43,87,91,221
Miyazia,8th,2009,Oromia,West Shewa,Bako Tibe,57,72,23,152
Teqemt,2nd,2010,Oromia,South West Shewa,Tulu Bolo Hospital,31,18,73,122
Tahesas,4th,2011,Oromia,Finfine Zuria,Sandefa,45,90,40,175
Teqemt,2nd,2011,Oromia,Ilu Aba Bora,Doreni,31,27,82,140
Miyazia,8th,2009,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,68,71,2,141
Miyazia,8th,2010,Oromia,Jimma,Limu Seka,40,69,89,198
Yekatit,6th,2009,Oromia,Jimma,Mana,32,12,97,141
Teqemt,2nd,2010,Oromia,West Shewa,Jibat,71,57,27,155
Tir,5th,2011,Oromia,West Arsi,Siraro,14,34,20,68
Teqemt,2nd,2011,Oromia,West Wellega,Boji Cheqorsa,28,72,43,143
Nehase,12th,2010,Oromia,Horo Gudru Wellega,Shambu Hospital,3,50,24,77
Megabit,7th,2010,Oromia,Arsi,Seru,27,63,52,142
Tir,5th,2011,Oromia,South West Shewa,Becho,73,18,98,189
Megabit,7th,2011,Oromia,West Guji,Suro Barguda,43,93,36,172
Ginbot,9th,2011,Oromia,Jimma,Mancho,44,16,17,77
Meskerem,1st,2011,Oromia,West Wellega,Mendi Hospital,12,29,13,54
Hamle,11th,2010,Oromia,West Wellega,Genji,22,35,63,120
Nehase,12th,2009,Oromia,West Wellega,Boji Cheqorsa,28,71,14,113
Sene,10th,2009,Oromia,Borena,Guchi,91,19,80,190
Hedar,3rd,2010,Oromia,East Hararge,Melka Belo,87,91,12,190
Hedar,3rd,2011,Oromia,Horo Gudru Wellega,Jima Rare,64,68,47,179
Tir,5th,2010,Oromia,Jimma,Gomma,25,73,22,120
Ginbot,9th,2010,Oromia,West Guji,Mkelka Soda,76,79,91,246
Hamle,11th,2009,Oromia,Arsi,Dodota,58,21,55,134
Megabit,7th,2010,Oromia,Jimma Spe Town,Jimma Spe Town,90,75,0,165
Miyazia,8th,2011,Oromia,Bale,Gololcha,99,76,60,235
Ginbot,9th,2011,Oromia,East Shewa,Boset,35,13,64,112
Meskerem,1st,2010,Oromia,West Shewa,Gojo Hospital,56,12,35,103
Hamle,11th,2009,Oromia,West Arsi,Wondo,36,50,99,185
Meskerem,1st,2011,Oromia,West Hararge,Doba,40,83,51,174
Nehase,12th,2010,Oromia,Finfine Zuria,Berreh,32,22,89,143
Sene,10th,2009,Oromia,Arsi,Enkelo Wabe,66,32,77,175
Hamle,11th,2010,Oromia,Robe Town,Robe Town,35,85,27,147
Yekatit,6th,2009,Oromia,Bale,Arena Buluq,83,35,16,134
Yekatit,6th,2011,Oromia,Shashamane Town,Shashamane Town,15,44,20,79
